,AÑO,MES,FINCA,POTRERO,AREA M2,ACTIVIDAD,FECHA ACTIVIDAD,PRODUCTO,HATO,TIPO DE FORRAJE,FECHA ENTRADA,FECHA SALIDA,DIAS ANTIGUEDAD PASTOS,AFORO,FORRAJE FRECIDO,DIAS ESTADIA,NUMERO ANIMALES,LECHE TOTAL,LECHE POR DIA,LECHE POR VACA,FECHA PROYECTADA FUMIGACION,ANO FUMIGACION,MES FUMIGACION,Unnamed: 23,Unnamed: 24,Unnamed: 25,Contador,15289,Unnamed: 28,Unnamed: 29,ACTIVIDAD.1,2,Unnamed: 32,SIEMBRA,3,FUMIGADA,2.1,ABONADA,74,RENOVADA,292,CORTE,624,HENOLAJE,645,DESBROSADA,695,ROTOBO,1695,RIEGO,2175,ENMIENDA,2340,ENCALADO,2485,PASTOREO,832,INTERSIEMBRA,9197,RASTRILLO,9677
364,2017,5,LA ISLA,3,4869,FUMIGADA,2017-05-30 00:00:00,30/5 RAUDO AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2017,5,LA ISLA,16,8412,FUMIGADA,2017-05-30 00:00:00,30/5 RAUDO AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2017,5,LA ISLA,21,5037,FUMIGADA,2017-05-30 00:00:00,30/5 RAUDO AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2017,5,MANGA LARGA,3,10826,FUMIGADA,2017-05-30 00:00:00,30/5 RAUDO HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2017,5,PARAISO,7,22048,FUMIGADA,2017-05-30 00:00:00,30/5 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2017,5,RANCHO,2,5176,FUMIGADA,2017-05-30 00:00:00,30/5 RAUDO AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2017,5,JUNCAL,2,17504,RENOVADA,2017-05-31 00:00:00,R=31/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2017,6,PARAISO,8,24604,FUMIGADA,2017-06-02 00:00:00,2/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2017,6,JUNCAL,3,15720,RENOVADA,2017-06-02 00:00:00,R=2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2017,6,JUNCAL,4,13510,RENOVADA,2017-06-02 00:00:00,R=2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2017,6,JUNCAL,5,12257,RENOVADA,2017-06-02 00:00:00,R=2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2017,6,LA ISLA,29,14810,RENOVADA,2017-06-02 00:00:00,R=2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2017,6,PARAISO,9,25492,RENOVADA,2017-06-02 00:00:00,R=2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2017,6,JUNCAL,2,17504,FUMIGADA,2017-06-06 00:00:00,6/6 RAUDO HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2017,6,JUNCAL,3,15720,FUMIGADA,2017-06-06 00:00:00,6/6 RAUDO HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2017,6,MANGA LARGA,1,10141,FUMIGADA,2017-06-06 00:00:00,6/6 RAUDO HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2017,6,PARAISO,9,25492,FUMIGADA,2017-06-06 00:00:00,6/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2017,6,JUNCAL,3,15720,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2017,6,JUNCAL,4,13510,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2017,6,JUNCAL,5,12257,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2017,6,JUNCAL,6,12173,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2017,6,JUNCAL,7,13347,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2017,6,JUNCAL,8,11526,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2017,6,LA ISLA,4,5235,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2017,6,LA ISLA,5,14809,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2017,6,LA ISLA,13,8426,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2017,6,LA ISLA,24,4950,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2017,6,PARAISO,8,24604,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2017,6,PARAISO,9,25492,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2017,6,PARAISO,10,24440,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2017,6,PARAISO,11,19170,ABONADA,2017-06-07 00:00:00,A=7/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2017,6,JUNCAL,6,12173,RENOVADA,2017-06-07 00:00:00,R=7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2017,6,JUNCAL,7,13347,RENOVADA,2017-06-07 00:00:00,R=7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2017,6,PARAISO,10,24440,RENOVADA,2017-06-07 00:00:00,R=7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2017,6,LA ISLA,17,9896,ABONADA,2017-06-08 00:00:00,A=8/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2017,6,LA ISLA,27,7359,ABONADA,2017-06-08 00:00:00,A=8/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2017,6,LA ISLA,29,14810,ABONADA,2017-06-08 00:00:00,A=8/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2017,6,MANGA LARGA,2,10825,ABONADA,2017-06-08 00:00:00,A=8/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2017,6,RANCHO,3,5341,ABONADA,2017-06-08 00:00:00,A=8/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2017,6,RANCHO,4,5311,ABONADA,2017-06-08 00:00:00,A=8/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2017,6,JUNCAL,9,12543,ABONADA,2017-06-10 00:00:00,A=10/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2017,6,PARAISO,11,19170,RENOVADA,2017-06-10 00:00:00,R=10/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2017,6,JUNCAL,10,11019,ABONADA,2017-06-12 00:00:00,A=12/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2017,6,JUNCAL,11,12330,ABONADA,2017-06-12 00:00:00,A=12/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2017,6,LA ISLA,20,5703,ABONADA,2017-06-12 00:00:00,A=12/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2017,6,PARAISO,12,22432,ABONADA,2017-06-12 00:00:00,A=12/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2017,6,PARAISO,12,22432,RENOVADA,2017-06-12 00:00:00,R=12/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2017,6,JUNCAL,4,13510,FUMIGADA,2017-06-13 00:00:00,13/6  MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2017,6,JUNCAL,5,12257,FUMIGADA,2017-06-13 00:00:00,13/6  MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2017,6,LA ISLA,30,8687,FUMIGADA,2017-06-13 00:00:00,13/6  MIDALON AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2017,6,LA ISLA,35,11572,FUMIGADA,2017-06-13 00:00:00,REF 13/6 MIDALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2017,6,LA ISLA,36,14693,FUMIGADA,2017-06-13 00:00:00,13/6  MIDALON AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2017,6,PARAISO,6,21707,FUMIGADA,2017-06-13 00:00:00,13/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2017,6,PARAISO,10,24440,FUMIGADA,2017-06-13 00:00:00,13/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2017,6,LA ISLA,14,6900,RENOVADA,2017-06-13 00:00:00,R=13/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2017,6,LA ISLA,23,4765,RENOVADA,2017-06-13 00:00:00,R=13/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2017,6,LA ISLA,26,5015,RENOVADA,2017-06-13 00:00:00,R=13/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2017,6,LA ISLA,28,16304,RENOVADA,2017-06-13 00:00:00,R=13/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2017,6,LA ISLA,14,6900,ABONADA,2017-06-14 00:00:00,A=14/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2017,6,PARAISO,13,15112,ABONADA,2017-06-14 00:00:00,A=14/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2017,6,RANCHO,5,4954,ABONADA,2017-06-14 00:00:00,A=14/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2017,6,PARAISO,13,15112,RENOVADA,2017-06-14 00:00:00,R=14/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2017,6,JUNCAL,18,12264,ABONADA,2017-06-15 00:00:00,A= 15/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2017,6,LA ISLA,17,9896,FUMIGADA,2017-06-19 00:00:00,29/6 CASTA AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2017,6,PARAISO,13,15112,FUMIGADA,2017-06-19 00:00:00,29/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2017,6,MANGA LARGA,6,7836,RENOVADA,2017-06-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2017,6,LA ISLA,19,5951,ABONADA,2017-06-20 00:00:00,A=20/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2017,6,LA ISLA,23,4765,ABONADA,2017-06-20 00:00:00,A=20/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2017,6,PARAISO,14,12924,ABONADA,2017-06-20 00:00:00,A=20/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2017,6,PARAISO,15,13323,ABONADA,2017-06-20 00:00:00,A=20/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2017,6,JUNCAL,6,12173,FUMIGADA,2017-06-20 00:00:00,20/6  MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2017,6,JUNCAL,7,13347,FUMIGADA,2017-06-22 00:00:00,22/6  MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2017,6,PARAISO,11,19170,FUMIGADA,2017-06-22 00:00:00,22/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2017,6,PARAISO,12,22432,FUMIGADA,2017-06-22 00:00:00,22/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2017,6,RANCHO,3,5341,FUMIGADA,2017-06-22 00:00:00,22/6 RAUDO AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2017,6,RANCHO,4,5311,FUMIGADA,2017-06-22 00:00:00,22/6 RAUDO AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2017,6,JUNCAL,12,19353,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2017,6,JUNCAL,13,13263,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2017,6,JUNCAL,14,11906,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2017,6,MANGA LARGA,4,7217,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2017,6,MANGA LARGA,5,6907,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2017,6,MANGA LARGA,8,20855,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2017,6,PARAISO,1,12671,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2017,6,PARAISO,16,11357,ABONADA,2017-06-24 00:00:00,A=24/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,2017,6,MANGA LARGA,8,20855,RENOVADA,2017-06-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2017,6,PARAISO,2,13855,ABONADA,2017-06-27 00:00:00,A=27/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2017,6,RANCHO,1,4943,ABONADA,2017-06-27 00:00:00,A=27/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2017,6,RANCHO,6,5098,ABONADA,2017-06-27 00:00:00,A=27/6 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2017,6,JUNCAL,8,11526,FUMIGADA,2017-06-29 00:00:00,29/6 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2017,6,LA ISLA,14,6900,FUMIGADA,2017-06-29 00:00:00,29/6 CASTA AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2017,6,LA ISLA,20,5703,FUMIGADA,2017-06-29 00:00:00,29/6 CASTA AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2017,6,LA ISLA,29,14810,FUMIGADA,2017-06-29 00:00:00,29/6 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2017,6,MANGA LARGA,2,10825,FUMIGADA,2017-06-29 00:00:00,29/6 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2017,6,PARAISO,14,12924,FUMIGADA,2017-06-29 00:00:00,29/6 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2017,7,JUNCAL,12,19353,FUMIGADA,2017-07-01 00:00:00,1/7 15 bultos de cal y 8 de fosforita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2017,7,JUNCAL,9,12543,FUMIGADA,2017-07-05 00:00:00,5/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2017,7,JUNCAL,10,11019,FUMIGADA,2017-07-05 00:00:00,5/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2017,7,JUNCAL,11,12330,FUMIGADA,2017-07-05 00:00:00,5/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2017,7,LA ISLA,13,8426,FUMIGADA,2017-07-05 00:00:00,5/7 CASTA AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2017,7,LA ISLA,24,4950,FUMIGADA,2017-07-05 00:00:00,5/7 CASTA AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2017,7,PARAISO,15,13323,FUMIGADA,2017-07-05 00:00:00,5/7 MIDALON HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2017,7,LA ISLA,27,7359,FUMIGADA,2017-07-06 00:00:00,6/7 CASTA AGROFAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2017,7,LA ISLA,28,16304,FUMIGADA,2017-07-06 00:00:00,6/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2017,7,JUNCAL,13,13263,SIEMBRA,2017-07-07 00:00:00,SEMBRADO 7/7:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2017,7,JUNCAL,12,,SIEMBRA,2017-07-07 00:00:00,BOXER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2017,7,JUNCAL,14,11906,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2017,7,JUNCAL,15,11214,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2017,7,LA ISLA,4,5235,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2017,7,LA ISLA,23,4765,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2017,7,LA ISLA,26,5015,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2017,7,MANGA LARGA,4,7217,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2017,7,MANGA LARGA,5,6907,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2017,7,MANGA LARGA,8,20855,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2017,7,PARAISO,1,12671,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2017,7,PARAISO,2,13855,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2017,7,PARAISO,3,14421,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2017,7,PARAISO,16,11357,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA HUMINOVA ALGANOVA ARPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2017,7,RANCHO,5,4954,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2017,7,RANCHO,6,5098,FUMIGADA,2017-07-12 00:00:00,12/7 CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2017,7,PARAISO,6,21707,FUMIGADA,2017-07-16 00:00:00,SEMBRADO 16/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2017,7,JUNCAL,19,16499,ABONADA,2017-07-17 00:00:00,A=17/7 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2017,7,JUNCAL,20,17387,ABONADA,2017-07-17 00:00:00,A=17/7 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2017,7,LA ISLA,25,7917,ABONADA,2017-07-17 00:00:00,A=17/7 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2017,7,LA ISLA,33,8074,ABONADA,2017-07-17 00:00:00,A=17/7 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2017,7,PARAISO,6,21707,ABONADA,2017-07-17 00:00:00,A=17/7 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
