,AÑO,MES,FINCA,POTRERO,AREA M2,ACTIVIDAD,FECHA ACTIVIDAD,PRODUCTO,HATO,TIPO DE FORRAJE,FECHA ENTRADA,FECHA SALIDA,DIAS ANTIGUEDAD PASTOS,AFORO,FORRAJE FRECIDO,DIAS ESTADIA,NUMERO ANIMALES,LECHE TOTAL,LECHE POR DIA,LECHE POR VACA,FECHA PROYECTADA FUMIGACION,ANO FUMIGACION,MES FUMIGACION,Unnamed: 23,Unnamed: 24,Unnamed: 25,Contador,15289,Unnamed: 28,Unnamed: 29,ACTIVIDAD.1,2,Unnamed: 32,SIEMBRA,3,FUMIGADA,2.1,ABONADA,74,RENOVADA,292,CORTE,624,HENOLAJE,645,DESBROSADA,695,ROTOBO,1695,RIEGO,2175,ENMIENDA,2340,ENCALADO,2485,PASTOREO,832,INTERSIEMBRA,9197,RASTRILLO,9677
6750,2019,12,EL RECODO,3,,PASTOREO,2019-12-08,,RECODO 3,RAYGRAS,2019-12-08 00:00:00,2019-12-08 00:00:00,,1.2,,1.0,115.0,2310.0,2310.0,20.08695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,2019,12,MANGA LARGA,7,,PASTOREO,2019-12-09,,ISLA,KYKUYO,2019-12-09 00:00:00,2019-12-09 00:00:00,40.0,1.1,,1.0,55.0,1099.0,1099.0,19.98181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752,2019,12,PARAISO,14,,PASTOREO,2019-12-09,,PARAISO,KYKUYO,2019-12-09 00:00:00,2019-12-09 00:00:00,40.0,1.2,,1.0,139.0,2048.0,2048.0,14.733812949640289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6753,2019,12,JUNCAL,21,,PASTOREO,2019-12-09,,JUNCAL,KYKUYO,2019-12-09 00:00:00,2019-12-09 00:00:00,,1.3,,1.0,125.0,2246.0,2246.0,17.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,2019,12,EL RECODO,13,,PASTOREO,2019-12-09,,RECODO 1,KYKUYO,2019-12-09 00:00:00,2019-12-09 00:00:00,,2.4,,1.0,119.0,2319.0,2319.0,19.48739495798319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755,2019,12,EL RECODO,42,,PASTOREO,2019-12-09,,RECODO 2,KYKUYO,2019-12-09 00:00:00,2019-12-09 00:00:00,,2.2,,1.0,139.0,2569.0,2569.0,18.48201438848921,2019-12-24,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756,2019,12,EL RECODO,3,,PASTOREO,2019-12-09,,RECODO 3,RAYGRAS,2019-12-09 00:00:00,2019-12-09 00:00:00,,1.2,,1.0,111.0,2305.0,2305.0,20.765765765765767,2019-12-24,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757,2019,12,MANGA LARGA,7,,PASTOREO,2019-12-10,,ISLA,KYKUYO,2019-12-10 00:00:00,2019-12-10 00:00:00,,1.1,,1.0,55.0,927.0,927.0,16.854545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758,2019,12,PARAISO,14,,PASTOREO,2019-12-10,,PARAISO,KYKUYO,2019-12-10 00:00:00,2019-12-10 00:00:00,,1.2,,1.0,139.0,2110.0,2110.0,15.179856115107913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6759,2019,12,JUNCAL,21,,PASTOREO,2019-12-10,,JUNCAL,KYKUYO,2019-12-10 00:00:00,2019-12-10 00:00:00,,1.3,,1.0,126.0,2192.0,2192.0,17.396825396825395,2019-12-25,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760,2019,12,EL RECODO,13,,PASTOREO,2019-12-10,,RECODO 1,KYKUYO,2019-12-10 00:00:00,2019-12-10 00:00:00,,2.4,,1.0,121.0,2311.0,2311.0,19.09917355371901,2019-12-25,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6761,2019,12,EL RECODO,52,,PASTOREO,2019-12-10,,RECODO 2,KYKUYO,2019-12-10 00:00:00,2019-12-10 00:00:00,94.0,2.0,,1.0,140.0,2470.0,2470.0,17.642857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,2019,12,EL RECODO,2,,PASTOREO,2019-12-10,,RECODO 3,RAYGRAS,2019-12-10 00:00:00,2019-12-10 00:00:00,71.0,2.6,,1.0,111.0,2251.0,2251.0,20.27927927927928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,2019,12,MANGA LARGA,7,,PASTOREO,2019-12-11,,ISLA,KYKUYO,2019-12-11 00:00:00,2019-12-11 00:00:00,,1.1,,1.0,56.0,874.0,874.0,15.607142857142858,2019-12-26,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6764,2019,12,PARAISO,14,,PASTOREO,2019-12-11,,PARAISO,KYKUYO,2019-12-11 00:00:00,2019-12-11 00:00:00,,1.2,,1.0,139.0,2254.0,2254.0,16.215827338129497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,2019,12,JUNCAL,1,,PASTOREO,2019-12-11,,JUNCAL,KYKUYO,2019-12-11 00:00:00,2019-12-11 00:00:00,38.0,1.2,,1.0,127.0,2203.0,2203.0,17.346456692913385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766,2019,12,EL RECODO,16,,PASTOREO,2019-12-11,,RECODO 1,KYKUYO,2019-12-11 00:00:00,2019-12-11 00:00:00,53.0,2.0,,1.0,129.0,2329.0,2329.0,18.05426356589147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6767,2019,12,EL RECODO,52,,PASTOREO,2019-12-11,,RECODO 2,KYKUYO,2019-12-11 00:00:00,2019-12-11 00:00:00,,2.0,,1.0,136.0,2566.0,2566.0,18.86764705882353,2019-12-26,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768,2019,12,EL RECODO,2,,PASTOREO,2019-12-11,,RECODO 3,RAYGRAS,2019-12-11 00:00:00,2019-12-11 00:00:00,,2.6,,1.0,114.0,2241.0,2241.0,19.657894736842106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769,2019,12,MANGA LARGA,5,,ABONADA,2019-12-12, MEZCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770,2019,12,PARAISO,11,,ABONADA,2019-12-12, MEZCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6771,2019,12,MANGA LARGA,1,,FUMIGADA,2019-12-12, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772,2019,12,JUNCAL,17,,FUMIGADA,2019-12-12, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,2019,12,PARAISO,11,,FUMIGADA,2019-12-12,MEZCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6774,2019,12,MANGA LARGA,6,,PASTOREO,2019-12-12,,ISLA,KYKUYO,2019-12-12 00:00:00,2019-12-12 00:00:00,41.0,1.2,,1.0,56.0,822.0,822.0,14.678571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6775,2019,12,PARAISO,14,,PASTOREO,2019-12-12,,PARAISO,KYKUYO,2019-12-12 00:00:00,2019-12-12 00:00:00,,1.2,,1.0,130.0,2330.0,2330.0,17.923076923076923,2019-12-27,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6776,2019,12,JUNCAL,1,,PASTOREO,2019-12-12,,JUNCAL,KYKUYO,2019-12-12 00:00:00,2019-12-12 00:00:00,,1.2,,1.0,127.0,2205.0,2205.0,17.362204724409448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6777,2019,12,EL RECODO,16,,PASTOREO,2019-12-12,,RECODO 1,KYKUYO,2019-12-12 00:00:00,2019-12-12 00:00:00,,2.0,,1.0,129.0,2339.0,2339.0,18.131782945736433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6778,2019,12,EL RECODO,49,,PASTOREO,2019-12-12,,RECODO 2,KYKUYO,2019-12-12 00:00:00,2019-12-12 00:00:00,56.0,2.0,,1.0,136.0,2536.0,2536.0,18.647058823529413,2019-12-27,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,2019,12,EL RECODO,2,,PASTOREO,2019-12-12,,RECODO 3,RAYGRAS,2019-12-12 00:00:00,2019-12-12 00:00:00,,2.6,,1.0,110.0,2268.0,2268.0,20.618181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,2019,12,MANGA LARGA,6,,PASTOREO,2019-12-13,,ISLA,KYKUYO,2019-12-13 00:00:00,2019-12-13 00:00:00,,1.2,,1.0,56.0,917.0,917.0,16.375,2019-12-28,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6781,2019,12,PARAISO,3,,PASTOREO,2019-12-13,,PARAISO,KYKUYO,2019-12-13 00:00:00,2019-12-13 00:00:00,39.0,1.5,,1.0,127.0,2232.0,2232.0,17.5748031496063,2019-12-28,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782,2019,12,JUNCAL,1,,PASTOREO,2019-12-13,,JUNCAL,KYKUYO,2019-12-13 00:00:00,2019-12-13 00:00:00,,1.2,,1.0,127.0,2084.0,2084.0,16.409448818897637,2019-12-28,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6783,2019,12,EL RECODO,16,,PASTOREO,2019-12-13,,RECODO 1,KYKUYO,2019-12-13 00:00:00,2019-12-13 00:00:00,,2.0,,1.0,129.0,2483.0,2483.0,19.248062015503876,2019-12-28,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,2019,12,EL RECODO,50,,PASTOREO,2019-12-13,,RECODO 2,KYKUYO,2019-12-13 00:00:00,2019-12-13 00:00:00,56.0,1.4,,1.0,138.0,2410.0,2410.0,17.463768115942027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785,2019,12,EL RECODO,2,,PASTOREO,2019-12-13,,RECODO 3,RAYGRAS,2019-12-13 00:00:00,2019-12-13 00:00:00,,2.6,,1.0,110.0,2204.0,2204.0,20.036363636363635,2019-12-28,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,2019,12,PARAISO,9,,ENMIENDA,2019-12-14,RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787,2019,12,RANCHO,7,,FUMIGADA,2019-12-14, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6788,2019,12,RANCHO,9,,FUMIGADA,2019-12-14, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789,2019,12,MANGA LARGA,4,,PASTOREO,2019-12-14,,ISLA,KYKUYO,2019-12-14 00:00:00,2019-12-14 00:00:00,22.0,1.3,,1.0,56.0,979.0,979.0,17.482142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6790,2019,12,PARAISO,2,,PASTOREO,2019-12-14,,PARAISO,RAYGRAS,2019-12-14 00:00:00,2019-12-14 00:00:00,38.0,1.3,,1.0,123.0,2198.0,2198.0,17.869918699186993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791,2019,12,JUNCAL,2,,PASTOREO,2019-12-14,,JUNCAL,KYKUYO,2019-12-14 00:00:00,2019-12-14 00:00:00,12.0,1.0,,1.0,125.0,2102.0,2102.0,16.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6792,2019,12,EL RECODO,15,,PASTOREO,2019-12-14,,RECODO 1,KYKUYO,2019-12-14 00:00:00,2019-12-14 00:00:00,53.0,2.2,,1.0,129.0,2382.0,2382.0,18.46511627906977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6793,2019,12,EL RECODO,50,,PASTOREO,2019-12-14,,RECODO 2,KYKUYO,2019-12-14 00:00:00,2019-12-14 00:00:00,,1.4,,1.0,138.0,2491.0,2491.0,18.05072463768116,2019-12-29,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6794,2019,12,EL RECODO,1,,PASTOREO,2019-12-14,,RECODO 3,RAYGRAS,2019-12-14 00:00:00,2019-12-14 00:00:00,36.0,1.4,,1.0,111.0,2278.0,2278.0,20.52252252252252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6795,2019,12,MANGA LARGA,4,,PASTOREO,2019-12-15,,ISLA,KYKUYO,2019-12-15 00:00:00,2019-12-15 00:00:00,,1.3,,1.0,56.0,980.0,980.0,17.5,2019-12-30,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6796,2019,12,PARAISO,2,,PASTOREO,2019-12-15,,PARAISO,RAYGRAS,2019-12-15 00:00:00,2019-12-15 00:00:00,,1.3,,1.0,123.0,2105.0,2105.0,17.11382113821138,2019-12-30,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797,2019,12,JUNCAL,2,,PASTOREO,2019-12-15,,JUNCAL,KYKUYO,2019-12-15 00:00:00,2019-12-15 00:00:00,,1.0,,1.0,125.0,2092.0,2092.0,16.736,2019-12-30,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798,2019,12,EL RECODO,15,,PASTOREO,2019-12-15,,RECODO 1,KYKUYO,2019-12-15 00:00:00,2019-12-15 00:00:00,,2.2,,1.0,129.0,2381.0,2381.0,18.45736434108527,2019-12-30,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,2019,12,EL RECODO,51,,PASTOREO,2019-12-15,,RECODO 2,KYKUYO,2019-12-15 00:00:00,2019-12-15 00:00:00,56.0,1.4,,1.0,138.0,2504.0,2504.0,18.144927536231883,2019-12-30,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,2019,12,EL RECODO,1,,PASTOREO,2019-12-15,,RECODO 3,RAYGRAS,2019-12-15 00:00:00,2019-12-15 00:00:00,,1.4,,1.0,111.0,2303.0,2303.0,20.74774774774775,2019-12-30,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6801,2019,12,LA ISLA,18,,PASTOREO,2019-12-16,,ISLA,KYKUYO,2019-12-16 00:00:00,2019-12-16 00:00:00,35.0,1.2,,1.0,54.0,904.0,904.0,16.74074074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6802,2019,12,PARAISO,3,,PASTOREO,2019-12-16,,PARAISO,KYKUYO,2019-12-16 00:00:00,2019-12-16 00:00:00,3.0,1.5,,1.0,123.0,2152.0,2152.0,17.495934959349594,2019-12-31,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6803,2019,12,JUNCAL,4,,PASTOREO,2019-12-16,,JUNCAL,KYKUYO,2019-12-16 00:00:00,2019-12-16 00:00:00,40.0,1.3,,1.0,126.0,1973.0,1973.0,15.658730158730158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6804,2019,12,EL RECODO,17,,PASTOREO,2019-12-16,,RECODO 1,KYKUYO,2019-12-16 00:00:00,2019-12-16 00:00:00,47.0,1.8,,1.0,129.0,2414.0,2414.0,18.713178294573645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6805,2019,12,EL RECODO,55,,PASTOREO,2019-12-16,,RECODO 2,KYKUYO,2019-12-16 00:00:00,2019-12-16 00:00:00,42.0,1.9,,1.0,138.0,2562.0,2562.0,18.565217391304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6806,2019,12,EL RECODO,4,,PASTOREO,2019-12-16,,RECODO 3,KYKUYO,2019-12-16 00:00:00,2019-12-16 00:00:00,44.0,1.6,,1.0,112.0,2337.0,2337.0,20.866071428571427,2019-12-31,2019.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6807,2019,12,LA ISLA,18,,PASTOREO,2019-12-17,,ISLA,KYKUYO,2019-12-17 00:00:00,2019-12-17 00:00:00,,1.2,,1.0,54.0,965.0,965.0,17.87037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808,2019,12,PARAISO,1,,PASTOREO,2019-12-17,,PARAISO,KYKUYO,2019-12-17 00:00:00,2019-12-17 00:00:00,37.0,1.3,,1.0,123.0,2142.0,2142.0,17.414634146341463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6809,2019,12,JUNCAL,4,,PASTOREO,2019-12-17,,JUNCAL,KYKUYO,2019-12-17 00:00:00,2019-12-17 00:00:00,,1.3,,1.0,126.0,2207.0,2207.0,17.515873015873016,2020-01-01,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810,2019,12,EL RECODO,17,,PASTOREO,2019-12-17,,RECODO 1,KYKUYO,2019-12-17 00:00:00,2019-12-17 00:00:00,,1.8,,1.0,124.0,2322.0,2322.0,18.725806451612904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811,2019,12,EL RECODO,55,,PASTOREO,2019-12-17,,RECODO 2,KYKUYO,2019-12-17 00:00:00,2019-12-17 00:00:00,,1.9,,1.0,134.0,2538.0,2538.0,18.940298507462686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812,2019,12,EL RECODO,35,,PASTOREO,2019-12-17,,RECODO 3,KYKUYO,2019-12-17 00:00:00,2019-12-17 00:00:00,37.0,1.6,,1.0,112.0,2315.0,2315.0,20.669642857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813,2019,12,LA ISLA,18,,PASTOREO,2019-12-18,,ISLA,KYKUYO,2019-12-18 00:00:00,2019-12-18 00:00:00,,1.2,,1.0,54.0,981.0,981.0,18.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814,2019,12,PARAISO,1,,PASTOREO,2019-12-18,,PARAISO,KYKUYO,2019-12-18 00:00:00,2019-12-18 00:00:00,,1.3,,1.0,123.0,2104.0,2104.0,17.10569105691057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6815,2019,12,JUNCAL,5,,PASTOREO,2019-12-18,,JUNCAL,KYKUYO,2019-12-18 00:00:00,2019-12-18 00:00:00,84.0,1.4,,1.0,126.0,2168.0,2168.0,17.206349206349206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6816,2019,12,EL RECODO,17,,PASTOREO,2019-12-18,,RECODO 1,KYKUYO,2019-12-18 00:00:00,2019-12-18 00:00:00,,1.8,,1.0,124.0,2388.0,2388.0,19.258064516129032,2020-01-02,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817,2019,12,EL RECODO,55,,PASTOREO,2019-12-18,,RECODO 2,KYKUYO,2019-12-18 00:00:00,2019-12-18 00:00:00,,1.9,,1.0,130.0,2571.0,2571.0,19.776923076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818,2019,12,EL RECODO,35,,PASTOREO,2019-12-18,,RECODO 3,KYKUYO,2019-12-18 00:00:00,2019-12-18 00:00:00,,1.6,,1.0,129.0,2343.0,2343.0,18.162790697674417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,2019,12,LA ISLA,25,,FUMIGADA,2019-12-19, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820,2019,12,PARAISO,9,,FUMIGADA,2019-12-19, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6821,2019,12,PARAISO,10,,FUMIGADA,2019-12-19, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6822,2019,12,PARAISO,11,,FUMIGADA,2019-12-19, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,2019,12,JUNCAL,19,,FUMIGADA,2019-12-19, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6824,2019,12,LA ISLA,18,,PASTOREO,2019-12-19,,ISLA,KYKUYO,2019-12-19 00:00:00,2019-12-19 00:00:00,,1.2,,1.0,56.0,1008.0,1008.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6825,2019,12,PARAISO,1,,PASTOREO,2019-12-19,,PARAISO,KYKUYO,2019-12-19 00:00:00,2019-12-19 00:00:00,,1.3,,1.0,111.0,1979.0,1979.0,17.82882882882883,2020-01-03,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6826,2019,12,JUNCAL,5,,PASTOREO,2019-12-19,,JUNCAL,KYKUYO,2019-12-19 00:00:00,2019-12-19 00:00:00,,1.4,,1.0,126.0,2196.0,2196.0,17.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,2019,12,EL RECODO,18,,PASTOREO,2019-12-19,,RECODO 1,KYKUYO,2019-12-19 00:00:00,2019-12-19 00:00:00,48.0,1.4,,1.0,124.0,2409.0,2409.0,19.427419354838708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6828,2019,12,EL RECODO,55,,PASTOREO,2019-12-19,,RECODO 2,KYKUYO,2019-12-19 00:00:00,2019-12-19 00:00:00,,1.9,,1.0,130.0,2466.0,2466.0,18.96923076923077,2020-01-03,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6829,2019,12,EL RECODO,35,,PASTOREO,2019-12-19,,RECODO 3,KYKUYO,2019-12-19 00:00:00,2019-12-19 00:00:00,,1.6,,1.0,129.0,2485.0,2485.0,19.26356589147287,2020-01-03,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6830,2019,12,LA ISLA,18,,PASTOREO,2019-12-20,,ISLA,KYKUYO,2019-12-20 00:00:00,2019-12-20 00:00:00,,1.2,,1.0,56.0,980.0,980.0,17.5,2020-01-04,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6831,2019,12,PARAISO,15,,PASTOREO,2019-12-20,,PARAISO,KYKUYO,2019-12-20 00:00:00,2019-12-20 00:00:00,38.0,1.4,,1.0,111.0,1846.0,1846.0,16.63063063063063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6832,2019,12,JUNCAL,5,,PASTOREO,2019-12-20,,JUNCAL,KYKUYO,2019-12-20 00:00:00,2019-12-20 00:00:00,,1.4,,1.0,127.0,2225.0,2225.0,17.519685039370078,2020-01-04,2020.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6833,2019,12,EL RECODO,18,,PASTOREO,2019-12-20,,RECODO 1,KYKUYO,2019-12-20 00:00:00,2019-12-20 00:00:00,,1.4,,1.0,127.0,2299.0,2299.0,18.10236220472441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6834,2019,12,EL RECODO,56,,PASTOREO,2019-12-20,,RECODO 2,KYKUYO,2019-12-20 00:00:00,2019-12-20 00:00:00,43.0,1.5,,1.0,130.0,2413.0,2413.0,18.56153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6835,2019,12,EL RECODO,34,,PASTOREO,2019-12-20,,RECODO 3,KYKUYO,2019-12-20 00:00:00,2019-12-20 00:00:00,37.0,1.4,,1.0,132.0,2710.0,2710.0,20.53030303030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836,2019,12,LA ISLA,4,,FUMIGADA,2019-12-21, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6837,2019,12,LA ISLA,5,,FUMIGADA,2019-12-21, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6838,2019,12,LA ISLA,31,,FUMIGADA,2019-12-21, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6839,2019,12,MANGA LARGA,2,,FUMIGADA,2019-12-21, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,2019,12,JUNCAL,20,,FUMIGADA,2019-12-21, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6841,2019,12,JUNCAL,21,,FUMIGADA,2019-12-21, RAUDO SOLUFOLIAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6842,2019,12,MANGA LARGA,3,,PASTOREO,2019-12-21,,ISLA,RAYGRAS,2019-12-21 00:00:00,2019-12-21 00:00:00,36.0,1.2,,1.0,56.0,996.0,996.0,17.785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6843,2019,12,PARAISO,15,,PASTOREO,2019-12-21,,PARAISO,KYKUYO,2019-12-21 00:00:00,2019-12-21 00:00:00,,1.4,,1.0,111.0,1776.0,1776.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6844,2019,12,JUNCAL,6,,PASTOREO,2019-12-21,,JUNCAL,KYKUYO,2019-12-21 00:00:00,2019-12-21 00:00:00,43.0,1.3,,1.0,127.0,2173.0,2173.0,17.11023622047244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6845,2019,12,EL RECODO,18,,PASTOREO,2019-12-21,,RECODO 1,KYKUYO,2019-12-21 00:00:00,2019-12-21 00:00:00,,1.4,,1.0,127.0,2380.0,2380.0,18.74015748031496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
